,pv
1669,5.895833333333333
1670,5.243055555555555
1671,2.786111111111111
1672,1.7506944444444446
1673,0.3927083333333333
1674,0.009722222222222222
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.08729166666666667
1687,0.9965277777777778
1688,2.832638888888889
1689,4.729166666666667
1690,6.270833333333333
1691,7.236111111111111
1692,7.534722222222222
1693,7.0625
1694,5.909722222222222
1695,4.201388888888889
1696,2.19375
1697,0.5155555555555555
1698,0.015486111111111112
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.09450694444444445
1711,1.1083333333333334
1712,2.972916666666667
1713,4.590277777777778
1714,5.868055555555555
1715,6.333333333333333
1716,7.111111111111111
1717,7.0
1718,5.972222222222222
1719,4.298611111111111
1720,2.310416666666667
1721,0.5784722222222223
1722,0.016458333333333332
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.08538888888888889
1735,0.4083333333333333
1736,0.8034722222222223
1737,1.5451388888888888
1738,0.6479166666666667
1739,0.9006944444444445
1740,1.0673611111111112
1741,0.8111111111111111
1742,0.9354166666666667
1743,1.65625
1744,0.7930555555555555
1745,0.19826388888888888
1746,0.021111111111111112
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.10215277777777777
1759,0.9263888888888889
1760,2.745138888888889
1761,4.881944444444445
1762,6.513888888888889
1763,7.243055555555555
1764,7.215277777777778
1765,5.826388888888889
1766,3.057638888888889
1767,3.6527777777777777
1768,1.8972222222222221
1769,0.45166666666666666
1770,0.014861111111111111
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.051472222222222225
1783,0.22395833333333334
1784,0.4465277777777778
1785,0.7479166666666667
1786,0.8256944444444444
1787,1.2381944444444444
1788,4.066666666666666
1789,6.645833333333333
1790,5.8125
1791,2.71875
1792,1.9277777777777778
1793,0.45013888888888887
1794,0.010277777777777778
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.138125
1807,1.1958333333333333
1808,2.886111111111111
1809,2.7284722222222224
1810,4.951388888888889
1811,6.479166666666667
1812,6.430555555555555
1813,6.375
1814,5.180555555555555
1815,4.069444444444445
1816,2.240972222222222
1817,0.6193055555555556
1818,0.027708333333333335
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.11708333333333333
1831,0.9388888888888889
1832,2.6020833333333333
1833,4.395833333333333
1834,5.9375
1835,6.819444444444445
1836,6.993055555555555
1837,6.520833333333333
1838,5.4375
1839,3.7847222222222223
1840,1.9055555555555554
1841,0.4546527777777778
1842,0.029583333333333333
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.1461111111111111
1855,1.2083333333333333
1856,3.1104166666666666
1857,4.993055555555555
1858,6.472222222222222
1859,7.291666666666667
1860,7.381944444444445
1861,7.006944444444445
1862,5.979166666666667
1863,4.319444444444445
1864,2.341666666666667
1865,0.609375
1866,0.0259375
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.05432638888888888
1879,0.30215277777777777
1880,1.7465277777777777
1881,4.097222222222222
1882,5.784722222222222
1883,6.430555555555555
1884,6.736111111111111
1885,5.993055555555555
1886,4.986111111111111
1887,3.5833333333333335
1888,2.0618055555555554
1889,0.5246527777777777
1890,0.016944444444444446
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.11465277777777778
1903,0.4909722222222222
1904,1.16875
1905,1.6354166666666667
1906,2.9305555555555554
1907,2.3041666666666667
1908,2.9506944444444443
1909,2.1680555555555556
1910,1.9520833333333334
1911,2.3409722222222222
1912,1.1458333333333333
1913,0.2740972222222222
1914,0.035423611111111114
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.10840277777777778
1927,0.45069444444444445
1928,1.757638888888889
1929,2.501388888888889
1930,0.83125
1931,0.8493055555555555
1932,0.8722222222222222
1933,1.1145833333333333
1934,1.386111111111111
1935,1.8902777777777777
1936,1.7326388888888888
1937,0.14182638888888888
1938,0.02763888888888889
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.09136805555555556
1951,0.3524305555555556
1952,0.5118055555555555
1953,1.1923611111111112
1954,2.129166666666667
1955,3.5694444444444446
1956,2.25625
1957,3.7569444444444446
1958,4.826388888888889
1959,2.814583333333333
1960,2.1638888888888888
1961,0.42444444444444446
1962,0.03473611111111111
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.16049999999999998
1975,1.2680555555555555
1976,3.154861111111111
1977,4.993055555555555
1978,6.423611111111111
1979,7.291666666666667
1980,7.465277777777778
1981,6.958333333333333
1982,5.833333333333333
1983,4.208333333333333
1984,2.2576388888888888
1985,0.5390277777777778
1986,0.03993055555555555
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.06984027777777778
1999,0.6292361111111111
2000,2.0243055555555554
2001,1.5340277777777778
2002,1.8590277777777777
2003,1.542361111111111
2004,1.7194444444444446
2005,2.4819444444444443
2006,3.2847222222222223
2007,2.763888888888889
2008,1.7090277777777778
2009,0.42409722222222224
2010,0.029263888888888888
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.03945833333333334
2023,0.5265277777777778
2024,0.76875
2025,1.1465277777777778
2026,1.5326388888888889
2027,2.0944444444444446
2028,3.013888888888889
2029,2.0756944444444443
2030,1.070138888888889
2031,0.8729166666666667
2032,0.5326388888888889
2033,0.24513888888888888
2034,0.028930555555555557
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.07295138888888889
2047,0.2561805555555556
2048,0.5680555555555555
2049,0.8506944444444444
2050,1.0152777777777777
2051,1.1868055555555554
2052,1.1222222222222222
2053,1.1840277777777777
2054,0.9930555555555556
2055,0.7479166666666667
2056,0.4076388888888889
2057,0.19506944444444443
2058,0.03395833333333333
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.15159722222222222
2071,0.9625
2072,2.0104166666666665
2073,3.8125
2074,4.909722222222222
2075,3.7708333333333335
2076,6.569444444444445
2077,5.715277777777778
2078,4.923611111111111
2079,3.35625
2080,1.7479166666666666
2081,0.32472222222222225
2082,0.03409722222222222
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.11030555555555556
2095,0.7513888888888889
2096,2.3125
2097,1.5881944444444445
2098,1.7548611111111112
2099,4.625
2100,3.7916666666666665
2101,5.979166666666667
2102,5.131944444444445
2103,2.8854166666666665
2104,0.9979166666666667
2105,0.33111111111111113
2106,0.03888888888888889
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.16305555555555556
2119,0.30722222222222223
2120,1.0291666666666666
2121,1.8819444444444444
2122,4.159722222222222
2123,2.6631944444444446
2124,3.4583333333333335
2125,5.041666666666667
2126,5.090277777777778
2127,2.8652777777777776
2128,1.7305555555555556
2129,0.46944444444444444
2130,0.05347222222222222
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.0
2142,0.14958333333333335
2143,0.5465277777777777
2144,1.8305555555555555
2145,0.6277777777777778
2146,2.1902777777777778
2147,4.833333333333333
2148,6.736111111111111
2149,4.916666666666667
2150,5.083333333333333
2151,3.5909722222222222
2152,1.5472222222222223
2153,0.49694444444444447
2154,0.03951388888888889
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.09289583333333333
2167,0.32458333333333333
2168,1.2
2169,0.8923611111111112
2170,1.1625
2171,1.2270833333333333
2172,1.2131944444444445
2173,1.0965277777777778
2174,1.0451388888888888
2175,0.7854166666666667
2176,0.5444444444444444
2177,0.3539583333333333
2178,0.06826388888888889
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.001965277777777778
2190,0.2090972222222222
2191,1.3645833333333333
2192,2.902083333333333
2193,3.5625
2194,5.652777777777778
2195,6.798611111111111
2196,6.9375
2197,5.597222222222222
2198,3.5069444444444446
2199,3.6458333333333335
2200,1.9986111111111111
2201,0.4909722222222222
2202,0.069375
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.006361111111111111
2214,0.24583333333333332
2215,1.2833333333333334
2216,3.0493055555555557
2217,4.861111111111111
2218,6.256944444444445
2219,6.888888888888889
2220,7.145833333333333
2221,6.708333333333333
2222,5.569444444444445
2223,3.8958333333333335
2224,2.0409722222222224
2225,0.5393055555555556
2226,0.06402777777777778
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.004993055555555556
2238,0.22465277777777778
2239,1.1583333333333334
2240,2.6527777777777777
2241,4.194444444444445
2242,5.125
2243,5.777777777777778
2244,6.333333333333333
2245,4.256944444444445
2246,3.388888888888889
2247,2.6118055555555557
2248,1.3083333333333333
2249,0.4552777777777778
2250,0.07243055555555555
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.004854166666666667
2262,0.20645833333333333
2263,0.5979166666666667
2264,2.0166666666666666
2265,4.340277777777778
2266,1.0375
2267,0.9493055555555555
2268,1.0902777777777777
2269,1.5402777777777779
2270,0.9763888888888889
2271,1.7618055555555556
2272,0.45263888888888887
2273,0.09722222222222222
2274,0.051729166666666666
2275,0.0
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.004916666666666666
2286,0.25194444444444447
2287,1.198611111111111
2288,2.8506944444444446
2289,4.576388888888889
2290,5.902777777777778
2291,6.715277777777778
2292,6.868055555555555
2293,6.333333333333333
2294,5.215277777777778
2295,3.5972222222222223
2296,1.8298611111111112
2297,0.5144444444444445
2298,0.08212499999999999
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.014861111111111111
2310,0.2635416666666667
2311,1.2618055555555556
2312,2.8055555555555554
2313,3.8055555555555554
2314,3.9375
2315,2.640972222222222
2316,3.9305555555555554
2317,2.2131944444444445
2318,2.9125
2319,1.6972222222222222
2320,0.8090277777777778
2321,0.34291666666666665
2322,0.04815972222222222
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.009791666666666667
2334,0.22729166666666667
2335,0.5423611111111111
2336,1.8284722222222223
2337,3.248611111111111
2338,4.694444444444445
2339,6.701388888888889
2340,4.0625
2341,5.090277777777778
2342,4.013888888888889
2343,2.3208333333333333
2344,0.4370833333333333
2345,0.1711111111111111
2346,0.044041666666666666
2347,0.0
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,0.0
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,0.29375
2359,1.4756944444444444
2360,2.953472222222222
2361,2.2125
2362,3.3958333333333335
2363,5.527777777777778
2364,7.006944444444445
2365,6.569444444444445
2366,4.909722222222222
2367,3.826388888888889
2368,1.91875
2369,0.5335416666666667
2370,0.08465277777777777
2371,0.0
2372,0.0
2373,0.0
2374,0.0
2375,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,0.019930555555555556
2382,0.29583333333333334
2383,1.28125
2384,2.998611111111111
2385,4.729166666666667
2386,6.090277777777778
2387,6.875
2388,7.034722222222222
2389,6.486111111111111
2390,5.305555555555555
2391,3.6597222222222223
2392,1.8763888888888889
2393,0.5290972222222222
2394,0.09826388888888889
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,0.0
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,0.024722222222222222
2406,0.23895833333333333
2407,1.1270833333333334
2408,2.6326388888888888
2409,4.159722222222222
2410,4.909722222222222
2411,6.513888888888889
2412,6.722222222222222
2413,6.201388888888889
2414,5.048611111111111
2415,3.4375
2416,1.7430555555555556
2417,0.51875
2418,0.09763888888888889
2419,0.0
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0
2429,0.02375
2430,0.2801388888888889
2431,1.3944444444444444
2432,3.207638888888889
2433,4.923611111111111
2434,6.236111111111111
2435,7.027777777777778
2436,7.215277777777778
2437,6.722222222222222
2438,5.569444444444445
2439,3.951388888888889
2440,2.047222222222222
2441,0.5351388888888889
2442,0.09819444444444445
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,0.02773611111111111
2454,0.30104166666666665
2455,1.3972222222222221
2456,3.214583333333333
2457,4.930555555555555
2458,6.173611111111111
2459,6.826388888888889
2460,6.972222222222222
2461,6.409722222222222
2462,5.236111111111111
2463,3.7430555555555554
2464,1.9548611111111112
2465,0.5445138888888889
2466,0.09743055555555556
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,0.0
2475,0.0
2476,0.0
2477,0.043194444444444445
2478,0.31743055555555555
2479,1.3916666666666666
2480,3.1458333333333335
2481,4.770833333333333
2482,5.4375
2483,5.958333333333333
2484,5.583333333333333
2485,3.9166666666666665
2486,4.208333333333333
2487,2.6527777777777777
2488,1.6527777777777777
2489,0.5088888888888888
2490,0.09805555555555556
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.0
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.0
2501,0.029513888888888888
2502,0.34805555555555556
2503,1.1208333333333333
2504,3.0881944444444445
2505,4.763888888888889
2506,6.076388888888889
2507,6.861111111111111
2508,7.041666666666667
2509,6.513888888888889
2510,5.305555555555555
2511,3.6597222222222223
2512,1.8576388888888888
2513,0.5395833333333333
2514,0.11340277777777778
2515,0.0
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.0
2521,0.0
2522,0.0
2523,0.0
2524,0.0
2525,0.050416666666666665
2526,0.30125
2527,1.43125
2528,3.238888888888889
2529,4.916666666666667
2530,6.145833333333333
2531,6.784722222222222
2532,6.854166666666667
2533,6.465277777777778
2534,5.4375
2535,3.8333333333333335
2536,1.9673611111111111
2537,0.5149305555555556
2538,0.10409722222222222
2539,0.0
2540,0.0
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,0.0
2547,0.0
2548,0.0
2549,0.034513888888888886
2550,0.36645833333333333
2551,0.3909722222222222
2552,0.98125
2553,1.5194444444444444
2554,1.4006944444444445
2555,1.8979166666666667
2556,1.9194444444444445
2557,1.7409722222222221
2558,1.9368055555555554
2559,1.4354166666666666
2560,0.8888888888888888
2561,0.3951388888888889
2562,0.1373611111111111
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.04451388888888889
2574,0.4215277777777778
2575,0.5686805555555555
2576,3.1215277777777777
2577,2.0277777777777777
2578,1.9354166666666666
2579,1.0611111111111111
2580,2.1041666666666665
2581,1.7229166666666667
2582,2.0902777777777777
2583,2.763888888888889
2584,1.3493055555555555
2585,0.4220833333333333
2586,0.12277777777777778
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.05638888888888889
2598,0.3326388888888889
2599,1.3868055555555556
2600,2.504861111111111
2601,4.784722222222222
2602,6.291666666666667
2603,7.055555555555555
2604,7.118055555555555
2605,6.715277777777778
2606,5.465277777777778
2607,3.8402777777777777
2608,1.9743055555555555
2609,0.5174305555555555
2610,0.11215277777777778
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,0.059930555555555556
2622,0.3372222222222222
2623,1.4194444444444445
2624,3.1569444444444446
2625,4.826388888888889
2626,6.1875
2627,6.951388888888889
2628,7.083333333333333
2629,6.541666666666667
2630,5.368055555555555
2631,3.7291666666666665
2632,1.9
2633,0.5272222222222223
2634,0.11958333333333333
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.04986111111111111
2646,0.35215277777777776
2647,1.3451388888888889
2648,2.8118055555555554
2649,4.784722222222222
2650,6.125
2651,6.916666666666667
2652,6.958333333333333
2653,6.409722222222222
2654,5.319444444444445
2655,3.6597222222222223
2656,1.8833333333333333
2657,0.55
2658,0.12354166666666666
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.014715277777777779
2670,0.24972222222222223
2671,0.5888888888888889
2672,1.3930555555555555
2673,2.895138888888889
2674,5.548611111111111
2675,5.666666666666667
2676,6.194444444444445
2677,6.263888888888889
2678,3.071527777777778
2679,3.4493055555555556
2680,1.5763888888888888
2681,0.44493055555555555
2682,0.09946527777777778
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.027965277777777776
2694,0.12381944444444444
2695,0.3622222222222222
2696,0.7006944444444444
2697,1.6229166666666666
2698,2.4805555555555556
2699,3.6180555555555554
2700,2.9583333333333335
2701,4.159722222222222
2702,2.7756944444444445
2703,2.6326388888888888
2704,1.4152777777777779
2705,0.5736111111111111
2706,0.04439583333333333
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,0.0
2716,0.0
2717,0.058534722222222224
2718,0.17805555555555555
2719,0.75
2720,0.8798611111111111
2721,2.8229166666666665
2722,3.736111111111111
2723,5.0625
2724,6.1875
2725,4.583333333333333
2726,2.9291666666666667
2727,2.777083333333333
2728,1.5479166666666666
2729,0.5256944444444445
2730,0.11392361111111111
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.08486111111111111
2742,0.42277777777777775
2743,0.95625
2744,1.9569444444444444
2745,3.1506944444444445
2746,4.305555555555555
2747,5.708333333333333
2748,5.576388888888889
2749,4.458333333333333
2750,3.8194444444444446
2751,2.39375
2752,1.1534722222222222
2753,0.37006944444444445
2754,0.06345833333333334
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,0.0
2761,0.0
2762,0.0
2763,0.0
2764,0.0
2765,0.07840277777777778
2766,0.3979861111111111
2767,0.6041666666666666
2768,0.6201388888888889
2769,1.1520833333333333
2770,2.0833333333333335
2771,2.4194444444444443
2772,3.2777777777777777
2773,3.4027777777777777
2774,3.5972222222222223
2775,3.3944444444444444
2776,1.5138888888888888
2777,0.4816666666666667
2778,0.11854166666666667
2779,0.0
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.08840277777777777
2790,0.3223611111111111
2791,1.4770833333333333
2792,3.265972222222222
2793,4.888888888888889
2794,6.215277777777778
2795,6.972222222222222
2796,7.125
2797,6.541666666666667
2798,5.402777777777778
2799,3.7708333333333335
2800,1.917361111111111
2801,0.48138888888888887
2802,0.11930555555555555
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.09923611111111111
2814,0.4527777777777778
2815,1.3611111111111112
2816,2.8229166666666665
2817,4.25
2818,5.409722222222222
2819,6.131944444444445
2820,6.270833333333333
2821,5.805555555555555
2822,4.715277777777778
2823,3.23125
2824,1.6611111111111112
2825,0.5340277777777778
2826,0.12130555555555556
2827,0.0
2828,0.0
2829,0.0
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.10541666666666667
2838,0.3951388888888889
2839,1.3875
2840,2.786111111111111
2841,4.131944444444445
2842,5.423611111111111
2843,5.576388888888889
2844,5.256944444444445
2845,5.152777777777778
2846,3.4583333333333335
2847,2.982638888888889
2848,1.3729166666666666
2849,0.53125
2850,0.1445138888888889
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.0
2857,0.0
2858,0.0
2859,0.0
2860,0.0
2861,0.09381944444444444
2862,0.3663194444444444
2863,0.7083333333333334
2864,1.6756944444444444
2865,4.8125
2866,5.416666666666667
2867,6.277777777777778
2868,6.256944444444445
2869,5.680555555555555
2870,4.423611111111111
2871,1.6541666666666666
2872,1.0354166666666667
2873,0.5138888888888888
2874,0.15659722222222222
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.08333333333333333
2886,0.3698611111111111
2887,0.7486111111111111
2888,1.0402777777777779
2889,1.3597222222222223
2890,2.147222222222222
2891,2.4368055555555554
2892,1.8486111111111112
2893,1.8541666666666667
2894,1.9208333333333334
2895,1.4958333333333333
2896,0.90625
2897,0.46805555555555556
2898,0.11641666666666667
2899,0.0
2900,0.0
2901,0.0
2902,0.0
2903,0.0
2904,0.0
2905,0.0
2906,0.0
2907,0.0
2908,0.0
2909,0.0975
2910,0.46319444444444446
2911,1.1375
2912,2.6041666666666665
2913,4.236111111111111
2914,2.917361111111111
2915,1.979861111111111
2916,1.78125
2917,1.9430555555555555
2918,2.5395833333333333
2919,1.6409722222222223
2920,0.9618055555555556
2921,0.4666666666666667
2922,0.07727777777777779
2923,0.0
2924,0.0
2925,0.0
2926,0.0
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.033979166666666664
2934,0.31819444444444445
2935,1.1458333333333333
2936,1.3840277777777779
2937,1.8381944444444445
2938,2.261111111111111
2939,2.872916666666667
2940,5.583333333333333
2941,3.5625
2942,3.1527777777777777
2943,3.0819444444444444
2944,1.48125
2945,0.5694444444444444
2946,0.10753472222222223
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.0
2954,0.0
2955,0.0
2956,0.0
2957,0.100625
2958,0.44375
2959,1.351388888888889
2960,2.265277777777778
2961,2.2375
2962,3.923611111111111
2963,4.625
2964,6.104166666666667
2965,5.652777777777778
2966,4.763888888888889
2967,3.301388888888889
2968,1.7097222222222221
2969,0.5930555555555556
2970,0.14194444444444446
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.0
2977,0.0
2978,0.0
2979,0.0
2980,0.0
2981,0.050459722222222225
2982,0.2920138888888889
2983,1.0597222222222222
2984,2.3680555555555554
2985,3.2777777777777777
2986,2.7631944444444443
2987,4.375
2988,6.027777777777778
2989,1.3298611111111112
2990,1.8791666666666667
2991,2.482638888888889
2992,1.0715277777777779
2993,0.6263888888888889
2994,0.173125
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.10363194444444444
3006,0.38930555555555557
3007,1.3902777777777777
3008,3.0694444444444446
3009,4.25
3010,3.6875
3011,6.5625
3012,1.8847222222222222
3013,5.027777777777778
3014,4.6875
3015,3.2777777777777777
3016,1.4597222222222221
3017,0.4913194444444444
3018,0.15861111111111112
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0
3029,0.12865972222222222
3030,0.43333333333333335
3031,1.4590277777777778
3032,3.09375
3033,4.736111111111111
3034,5.923611111111111
3035,6.631944444444445
3036,6.659722222222222
3037,6.097222222222222
3038,4.951388888888889
3039,3.4034722222222222
3040,1.7368055555555555
3041,0.5472222222222223
3042,0.17048611111111112
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.13618055555555555
3054,0.45902777777777776
3055,1.425
3056,2.9930555555555554
3057,4.493055555555555
3058,5.645833333333333
3059,6.319444444444445
3060,6.416666666666667
3061,5.923611111111111
3062,4.854166666666667
3063,3.3375
3064,1.7020833333333334
3065,0.5576388888888889
3066,0.13354166666666667
3067,0.0
3068,0.0
3069,0.0
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.0
3075,0.0
3076,0.0
3077,0.11527777777777778
3078,0.4847222222222222
3079,1.3888888888888888
3080,2.5833333333333335
3081,3.9166666666666665
3082,5.506944444444445
3083,6.006944444444445
3084,6.145833333333333
3085,4.493055555555555
3086,4.576388888888889
3087,2.872916666666667
3088,1.7513888888888889
3089,0.5861111111111111
3090,0.17791666666666667
3091,0.0
3092,0.0
3093,0.0
3094,0.0
3095,0.0
3096,0.0
3097,0.0
3098,0.0
3099,0.0
3100,0.0
3101,0.12993055555555555
3102,0.38395833333333335
3103,1.4479166666666667
3104,3.147222222222222
3105,4.777777777777778
3106,6.111111111111111
3107,6.8125
3108,6.909722222222222
3109,6.361111111111111
3110,5.201388888888889
3111,3.5833333333333335
3112,1.7895833333333333
3113,0.4988194444444444
3114,0.16166666666666665
3115,0.004166666666666667
3116,0.0
3117,0.0
3118,0.0
3119,0.0
3120,0.0
3121,0.0
3122,0.0
3123,0.0
3124,0.0
3125,0.11568055555555555
3126,0.3347222222222222
3127,1.4604166666666667
3128,3.2006944444444443
3129,4.791666666666667
3130,5.986111111111111
3131,6.6875
3132,6.805555555555555
3133,6.3125
3134,5.173611111111111
3135,3.5833333333333335
3136,1.7861111111111112
3137,0.44381944444444443
3138,0.1426388888888889
3139,0.004958333333333334
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,0.0
3148,0.0
3149,0.13701388888888888
3150,0.3854166666666667
3151,1.4590277777777778
